gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
XOR,1,3,69,[87],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,70,[124],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,72,[86],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,74,[39],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,75,[87],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,77,[33],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,78,[45],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,80,[13],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,81,[85],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,82,[26],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,84,[85],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,85,[43],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,86,[85],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,87,[50],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,88,[133],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,89,[47],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,90,[127],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,91,[56],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,92,[167],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,93,[66],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,94,[34],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,95,[167],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,96,[55],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,97,[21],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,98,[51],0.01,0.001,2,,0.0,0.0,0.01
XOR,1,3,99,[42],0.01,0.001,2,,0.0,0.0,0.01
