,gates,n_gates,sizes,seed_offset,perfect_circuits,loss_target,learning_rate,depth,weights,l1_lambda,l2_lambda,dropout_rate
64,XOR,1,3,64,[85],0.01,0.001,2,,0.0001,0.0,0.0
65,XOR,1,3,65,[85],0.01,0.001,2,,0.0001,0.0,0.0
66,XOR,1,3,66,[36],0.01,0.001,2,,0.0001,0.0,0.0
67,XOR,1,3,67,[79],0.01,0.001,2,,0.0001,0.0,0.0
68,XOR,1,3,68,[99],0.01,0.001,2,,0.0001,0.0,0.0
69,XOR,1,3,69,[97],0.01,0.001,2,,0.0001,0.0,0.0
70,XOR,1,3,70,[85],0.01,0.001,2,,0.0001,0.0,0.0
71,XOR,1,3,71,[41],0.01,0.001,2,,0.0001,0.0,0.0
72,XOR,1,3,72,[85],0.01,0.001,2,,0.0001,0.0,0.0
73,XOR,1,3,73,[26],0.01,0.001,2,,0.0001,0.0,0.0
74,XOR,1,3,74,[30],0.01,0.001,2,,0.0001,0.0,0.0
75,XOR,1,3,75,[87],0.01,0.001,2,,0.0001,0.0,0.0
76,XOR,1,3,76,[39],0.01,0.001,2,,0.0001,0.0,0.0
77,XOR,1,3,77,[42],0.01,0.001,2,,0.0001,0.0,0.0
78,XOR,1,3,78,[45],0.01,0.001,2,,0.0001,0.0,0.0
79,XOR,1,3,79,[3],0.01,0.001,2,,0.0001,0.0,0.0
80,XOR,1,3,80,[13],0.01,0.001,2,,0.0001,0.0,0.0
81,XOR,1,3,81,[92],0.01,0.001,2,,0.0001,0.0,0.0
82,XOR,1,3,82,[52],0.01,0.001,2,,0.0001,0.0,0.0
83,XOR,1,3,83,[45],0.01,0.001,2,,0.0001,0.0,0.0
84,XOR,1,3,84,[45],0.01,0.001,2,,0.0001,0.0,0.0
85,XOR,1,3,86,[141],0.01,0.001,2,,0.0001,0.0,0.0
86,XOR,1,3,87,[52],0.01,0.001,2,,0.0001,0.0,0.0
87,XOR,1,3,88,[23],0.01,0.001,2,,0.0001,0.0,0.0
88,XOR,1,3,89,[43],0.01,0.001,2,,0.0001,0.0,0.0
89,XOR,1,3,90,[20],0.01,0.001,2,,0.0001,0.0,0.0
90,XOR,1,3,91,[2],0.01,0.001,2,,0.0001,0.0,0.0
91,XOR,1,3,92,[167],0.01,0.001,2,,0.0001,0.0,0.0
92,XOR,1,3,93,[53],0.01,0.001,2,,0.0001,0.0,0.0
93,XOR,1,3,94,[52],0.01,0.001,2,,0.0001,0.0,0.0
94,XOR,1,3,96,[56],0.01,0.001,2,,0.0001,0.0,0.0
95,XOR,1,3,97,[162],0.01,0.001,2,,0.0001,0.0,0.0
96,XOR,1,3,98,[9],0.01,0.001,2,,0.0001,0.0,0.0
97,XOR,1,3,99,[22],0.01,0.001,2,,0.0001,0.0,0.0
